Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL1	mig_inbred	-484.21	980.42	94.61902422609162	889.0	597.58	0
AG1-AL1	mig_inbred	-514.07	1040.14	92.38392916563278	868.0	702.24	1
AG1-AL1	mig_inbred	-490.32	992.64	89.51023551647138	841.0	675.1	2
AG1-AL1	mig_inbred	-484.71	981.42	91.85176367504734	863.0	653.36	3
AG1-AL1	mig_inbred	-556.3	1124.6	99.19564744512644	932.0	802.73	4
AG1-AL1	mig_inbred	-495.0	1002.0	94.29972493174037	886.0	691.04	5
AG1-AL1	mig_inbred	-477.76	967.52	88.76520382965177	834.0	591.36	6
AG1-AL1	mig_inbred	-488.14	988.28	92.91609465621822	873.0	592.43	7
AG1-AL1	mig_inbred	-506.14	1024.28	93.23539395056949	876.0	697.61	8
AG1-AL1	mig_inbred	-520.58	1053.16	97.27985167901885	914.0	761.73	9
AG1-AL1	mig_inbred	-526.48	1064.96	96.85411928655049	910.0	756.15	10
AG1-AL1	mig_inbred	-516.2	1044.4	94.40615802985745	887.0	781.69	11
AG1-AL1	mig_inbred	-525.36	1062.72	95.57692210914543	898.0	813.43	12
AG1-AL1	mig_inbred	-503.02	1018.04	96.10908759973087	903.0	659.52	13
AG1-AL1	mig_inbred	-499.78	1011.56	96.53481999219922	907.0	715.11	14
AG1-AL1	mig_inbred	-534.65	1081.3	96.7476861884334	909.0	755.82	15
AG1-AL1	mig_inbred	-484.69	981.38	91.95819677316442	864.0	602.5	16
AG1-AL1	mig_inbred	-511.63	1035.26	93.23539395056949	876.0	686.56	17
AG1-AL1	mig_inbred	-500.38	1012.76	99.30208054324352	933.0	693.32	18
AG1-AL1	mig_inbred	-519.3	1050.6	97.5991509733701	917.0	733.08	19
AG1-AL1	mig_inbred	-529.37	1070.74	95.04475661855999	893.0	719.84	20
AG1-AL1	mig_inbred	-509.25	1030.5	93.0225277543353	874.0	724.07	21
AG1-AL1	mig_inbred	-527.82	1067.64	98.02488336583846	921.0	758.87	22
AG1-AL1	mig_inbred	-528.98	1069.96	92.91609465621822	873.0	756.36	23
AG1-AL1	mig_inbred	-480.44	972.88	91.00029889011063	855.0	606.29	24
