Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG2-AL1	iso_inbred	-323.26	656.52	173.7877507557792	571.0	420.49	0
AG2-AL1	iso_inbred	-311.85	633.7	181.39667154193418	596.0	355.39	1
AG2-AL1	iso_inbred	-313.77	637.54	167.09190046396284	549.0	391.36	2
AG2-AL1	iso_inbred	-317.14	644.28	163.74397531805468	538.0	460.28	3
AG2-AL1	iso_inbred	-313.15	636.3	162.83090482371608	535.0	397.53	4
AG2-AL1	iso_inbred	-334.97	679.94	175.9182485759026	578.0	471.99	5
AG2-AL1	iso_inbred	-295.13	600.26	158.2655523520231	520.0	344.41	6
AG2-AL1	iso_inbred	-286.16	582.32	166.48318680107045	547.0	334.26	7
AG2-AL1	iso_inbred	-297.95	605.9	166.17882996962425	546.0	353.38	8
AG2-AL1	iso_inbred	-320.36	650.72	169.52675511553244	557.0	412.39	9
AG2-AL1	iso_inbred	-331.4	672.8	168.00497095830144	552.0	501.18	10
AG2-AL1	iso_inbred	-351.17	712.34	165.87447313817805	545.0	689.72	11
AG2-AL1	iso_inbred	-329.01	668.02	181.70102837338038	597.0	447.17	12
AG2-AL1	iso_inbred	-324.93	659.86	162.22219116082368	533.0	466.49	13
AG2-AL1	iso_inbred	-325.66	661.32	165.87447313817805	545.0	522.72	14
AG2-AL1	iso_inbred	-327.98	665.96	170.43982560987104	560.0	481.51	15
AG2-AL1	iso_inbred	-341.64	693.28	176.8313190702412	581.0	520.02	16
AG2-AL1	iso_inbred	-335.46	680.92	171.96160976710203	565.0	479.47	17
AG2-AL1	iso_inbred	-298.98	607.96	170.74418244131724	561.0	363.75	18
AG2-AL1	iso_inbred	-306.91	623.82	159.7873365092541	525.0	449.54	19
AG2-AL1	iso_inbred	-314.13	638.26	177.7443895645798	584.0	394.89	20
AG2-AL1	iso_inbred	-327.88	665.76	176.2226054073488	579.0	427.84	21
AG2-AL1	iso_inbred	-306.3	622.6	175.005178081564	575.0	344.71	22
AG2-AL1	iso_inbred	-349.83	709.66	166.48318680107045	547.0	559.12	23
AG2-AL1	iso_inbred	-308.52	627.04	167.09190046396284	549.0	390.01	24
AG2-AL1	iso_inbred	-342.11	694.22	168.61368462119384	554.0	537.94	25
AG2-AL1	iso_inbred	-319.58	649.16	160.3960501721465	527.0	481.06	26
AG2-AL1	iso_inbred	-339.77	689.54	167.09190046396284	549.0	553.32	27
AG2-AL1	iso_inbred	-329.28	668.56	164.65704581239328	541.0	507.74	28
AG2-AL1	iso_inbred	-332.78	675.56	175.3095349130102	576.0	483.84	29
AG2-AL1	iso_inbred	-335.68	681.36	179.8748873847032	591.0	477.11	30
AG2-AL1	iso_inbred	-310.68	631.36	172.87468026144063	568.0	395.45	31
AG2-AL1	iso_inbred	-327.77	665.54	170.43982560987104	560.0	463.74	32
AG2-AL1	iso_inbred	-321.04	652.08	164.96140264383948	542.0	440.79	33
AG2-AL1	iso_inbred	-308.19	626.38	176.2226054073488	579.0	355.65	34
AG2-AL1	iso_inbred	-308.72	627.44	163.43961848660848	537.0	421.6	35
AG2-AL1	iso_inbred	-296.97	603.94	175.3095349130102	576.0	335.84	36
AG2-AL1	iso_inbred	-285.42	580.84	158.8742660149155	522.0	379.07	37
AG2-AL1	iso_inbred	-301.3	612.6	160.7004070035927	528.0	373.78	38
AG2-AL1	iso_inbred	-314.28	638.56	170.43982560987104	560.0	382.18	39
AG2-AL1	iso_inbred	-316.72	643.44	169.83111194697864	558.0	383.81	40
AG2-AL1	iso_inbred	-332.08	674.16	167.39625729540904	550.0	488.92	41
AG2-AL1	iso_inbred	-296.8	603.6	168.61368462119384	554.0	350.36	42
AG2-AL1	iso_inbred	-317.27	644.54	176.526962238795	580.0	397.0	43
AG2-AL1	iso_inbred	-345.42	700.84	177.7443895645798	584.0	564.2	44
AG2-AL1	iso_inbred	-322.54	655.08	173.17903709288683	569.0	477.14	45
AG2-AL1	iso_inbred	-319.87	649.74	175.005178081564	575.0	402.09	46
AG2-AL1	iso_inbred	-311.47	632.94	168.91804145264004	555.0	431.54	47
AG2-AL1	iso_inbred	-332.74	675.48	177.1356759016874	582.0	534.97	48
AG2-AL1	iso_inbred	-302.24	614.48	172.87468026144063	568.0	329.41	49
AG2-AL1	iso_inbred	-327.41	664.82	169.22239828408624	556.0	512.67	50
AG2-AL1	iso_inbred	-305.57	621.14	175.005178081564	575.0	381.19	51
AG2-AL1	iso_inbred	-343.83	697.66	169.52675511553244	557.0	592.98	52
AG2-AL1	iso_inbred	-350.08	710.16	173.7877507557792	571.0	490.39	53
AG2-AL1	iso_inbred	-325.54	661.08	170.13546877842484	559.0	425.51	54
AG2-AL1	iso_inbred	-335.75	681.5	170.43982560987104	560.0	502.31	55
AG2-AL1	iso_inbred	-306.97	623.94	166.48318680107045	547.0	397.88	56
AG2-AL1	iso_inbred	-361.0	732.0	168.30932778974764	553.0	594.21	57
AG2-AL1	iso_inbred	-344.9	699.8	169.83111194697864	558.0	525.34	58
AG2-AL1	iso_inbred	-340.25	690.5	181.39667154193418	596.0	501.41	59
AG2-AL1	iso_inbred	-328.84	667.68	174.0921075872254	572.0	408.41	60
AG2-AL1	iso_inbred	-332.05	674.1	172.57032342999443	567.0	467.37	61
AG2-AL1	iso_inbred	-333.84	677.68	173.48339392433303	570.0	443.38	62
AG2-AL1	iso_inbred	-317.56	645.12	161.3091206664851	530.0	476.23	63
AG2-AL1	iso_inbred	-333.89	677.78	171.65725293565583	564.0	469.53	64
AG2-AL1	iso_inbred	-317.53	645.06	173.17903709288683	569.0	420.47	65
AG2-AL1	iso_inbred	-289.63	589.26	167.39625729540904	550.0	317.55	66
AG2-AL1	iso_inbred	-297.35	604.7	168.61368462119384	554.0	385.02	67
AG2-AL1	iso_inbred	-301.01	612.02	166.17882996962425	546.0	371.97	68
AG2-AL1	iso_inbred	-316.14	642.28	167.39625729540904	550.0	415.86	69
AG2-AL1	iso_inbred	-318.15	646.3	164.35268898094708	540.0	433.11	70
AG2-AL1	iso_inbred	-316.46	642.92	166.48318680107045	547.0	446.25	71
AG2-AL1	iso_inbred	-344.84	699.68	175.005178081564	575.0	536.64	72
AG2-AL1	iso_inbred	-315.89	641.78	177.4400327331336	583.0	409.48	73
AG2-AL1	iso_inbred	-315.9	641.8	175.6138917444564	577.0	474.38	74
AG2-AL1	iso_inbred	-365.64	741.28	171.96160976710203	565.0	621.38	75
AG2-AL1	iso_inbred	-324.81	659.62	178.3531032274722	586.0	390.18	76
AG2-AL1	iso_inbred	-341.19	692.38	169.83111194697864	558.0	498.18	77
AG2-AL1	iso_inbred	-317.89	645.78	170.13546877842484	559.0	400.15	78
AG2-AL1	iso_inbred	-312.47	634.94	171.96160976710203	565.0	423.9	79
AG2-AL1	iso_inbred	-328.33	666.66	169.83111194697864	558.0	592.42	80
AG2-AL1	iso_inbred	-338.72	687.44	181.39667154193418	596.0	440.0	81
AG2-AL1	iso_inbred	-304.08	618.16	166.48318680107045	547.0	370.88	82
AG2-AL1	iso_inbred	-337.13	684.26	171.35289610420963	563.0	496.71	83
AG2-AL1	iso_inbred	-324.82	659.64	169.22239828408624	556.0	446.04	84
AG2-AL1	iso_inbred	-315.77	641.54	174.7008212501178	574.0	415.15	85
AG2-AL1	iso_inbred	-323.52	657.04	159.1786228463617	523.0	433.75	86
AG2-AL1	iso_inbred	-320.96	651.92	169.52675511553244	557.0	425.85	87
AG2-AL1	iso_inbred	-322.48	654.96	173.17903709288683	569.0	450.54	88
AG2-AL1	iso_inbred	-290.56	591.12	168.61368462119384	554.0	374.38	89
AG2-AL1	iso_inbred	-326.43	662.86	166.17882996962425	546.0	457.02	90
AG2-AL1	iso_inbred	-331.95	673.9	164.35268898094708	540.0	462.32	91
AG2-AL1	iso_inbred	-303.73	617.46	166.17882996962425	546.0	368.11	92
AG2-AL1	iso_inbred	-311.92	633.84	164.65704581239328	541.0	401.12	93
AG2-AL1	iso_inbred	-315.74	641.48	168.00497095830144	552.0	412.18	94
AG2-AL1	iso_inbred	-329.91	669.82	164.35268898094708	540.0	544.95	95
AG2-AL1	iso_inbred	-317.38	644.76	166.48318680107045	547.0	417.18	96
AG2-AL1	iso_inbred	-306.38	622.76	166.17882996962425	546.0	403.55	97
AG2-AL1	iso_inbred	-316.44	642.88	178.6574600589184	587.0	347.78	98
AG2-AL1	iso_inbred	-309.41	628.82	172.57032342999443	567.0	374.16	99
