Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL2	mig_inbred	-635.83	1283.66	65.45282835820305	835.0	1261.17	0
AG1-AL2	mig_inbred	-649.54	1311.08	66.94217415318013	854.0	1151.49	1
AG1-AL2	mig_inbred	-643.41	1298.82	68.35313332736894	872.0	1300.54	2
AG1-AL2	mig_inbred	-667.22	1346.44	66.07992132450919	843.0	1484.85	3
AG1-AL2	mig_inbred	-683.77	1379.54	65.60960159977958	837.0	1583.06	4
AG1-AL2	mig_inbred	-650.68	1313.36	63.179616355343306	806.0	1311.59	5
AG1-AL2	mig_inbred	-644.27	1300.54	69.05861291446334	881.0	1139.24	6
AG1-AL2	mig_inbred	-656.92	1325.84	64.3554156671673	821.0	1387.26	7
AG1-AL2	mig_inbred	-684.28	1380.56	66.00153470372092	842.0	1411.2	8
AG1-AL2	mig_inbred	-631.18	1274.36	66.78540091160359	852.0	1119.2	9
AG1-AL2	mig_inbred	-660.93	1333.86	64.66896215032038	825.0	1456.53	10
AG1-AL2	mig_inbred	-660.67	1333.34	69.92086574313427	892.0	1146.56	11
AG1-AL2	mig_inbred	-674.07	1360.14	65.68798822056786	838.0	1385.57	12
AG1-AL2	mig_inbred	-744.24	1500.48	67.56926711948627	862.0	1917.38	13
AG1-AL2	mig_inbred	-674.34	1360.68	65.92314808293266	841.0	1434.85	14
AG1-AL2	mig_inbred	-633.38	1278.76	68.58829318973373	875.0	1188.2	15
AG1-AL2	mig_inbred	-652.68	1317.36	64.90412201268518	828.0	1342.72	16
AG1-AL2	mig_inbred	-683.28	1378.56	66.07992132450919	843.0	1511.34	17
AG1-AL2	mig_inbred	-629.52	1271.04	65.76637484135613	839.0	1174.29	18
AG1-AL2	mig_inbred	-647.84	1307.68	63.33638959691984	808.0	1391.89	19
AG1-AL2	mig_inbred	-692.67	1397.34	71.56698477968789	913.0	1467.57	20
AG1-AL2	mig_inbred	-649.36	1310.72	66.55024104923879	849.0	1285.96	21
AG1-AL2	mig_inbred	-644.63	1301.26	69.05861291446334	881.0	1146.91	22
AG1-AL2	mig_inbred	-688.75	1389.5	67.64765374027454	863.0	1387.97	23
AG1-AL2	mig_inbred	-617.48	1246.96	66.70701429081532	851.0	1117.9	24
AG1-AL2	mig_inbred	-636.7	1285.4	63.649936080072905	812.0	1337.72	25
AG1-AL2	mig_inbred	-634.15	1280.3	66.00153470372092	842.0	1249.14	26
AG1-AL2	mig_inbred	-665.16	1342.32	65.37444173741478	834.0	1574.5	27
AG1-AL2	mig_inbred	-700.77	1413.54	64.43380228795557	822.0	1542.44	28
AG1-AL2	mig_inbred	-638.99	1289.98	68.1963600857924	870.0	1295.96	29
AG1-AL2	mig_inbred	-654.98	1321.96	69.29377277682813	884.0	1160.93	30
AG1-AL2	mig_inbred	-639.37	1290.74	63.57154945928464	811.0	1521.4	31
AG1-AL2	mig_inbred	-640.2	1292.4	65.45282835820305	835.0	1274.76	32
AG1-AL2	mig_inbred	-644.19	1300.38	64.59057552953212	824.0	1264.91	33
AG1-AL2	mig_inbred	-660.6	1333.2	66.78540091160359	852.0	1126.71	34
AG1-AL2	mig_inbred	-653.61	1319.22	66.39346780766226	847.0	1489.76	35
AG1-AL2	mig_inbred	-655.05	1322.1	67.0205607739684	855.0	1292.2	36
AG1-AL2	mig_inbred	-640.58	1293.16	63.96348256322597	816.0	1403.79	37
AG1-AL2	mig_inbred	-649.91	1311.82	69.76409250155774	890.0	1162.66	38
AG1-AL2	mig_inbred	-656.74	1325.48	68.666679810522	876.0	1176.04	39
AG1-AL2	mig_inbred	-685.55	1383.1	66.55024104923879	849.0	1450.62	40
AG1-AL2	mig_inbred	-622.06	1256.12	66.07992132450919	843.0	1178.58	41
AG1-AL2	mig_inbred	-617.32	1246.64	64.3554156671673	821.0	1221.36	42
AG1-AL2	mig_inbred	-639.1	1290.2	65.84476146214439	840.0	1205.74	43
AG1-AL2	mig_inbred	-673.85	1359.7	66.94217415318013	854.0	1465.29	44
AG1-AL2	mig_inbred	-638.23	1288.46	69.21538615603987	883.0	1224.14	45
AG1-AL2	mig_inbred	-667.29	1346.58	67.09894739475666	856.0	1451.35	46
AG1-AL2	mig_inbred	-653.41	1318.82	64.74734877110865	826.0	1539.3	47
AG1-AL2	mig_inbred	-645.91	1303.82	66.15830794529745	844.0	1220.96	48
AG1-AL2	mig_inbred	-613.25	1238.5	63.649936080072905	812.0	1163.9	49
AG1-AL2	mig_inbred	-632.01	1276.02	66.55024104923879	849.0	1245.74	50
AG1-AL2	mig_inbred	-668.2	1348.4	68.90183967288681	879.0	1333.61	51
AG1-AL2	mig_inbred	-665.92	1343.84	68.50990656894547	874.0	1299.19	52
AG1-AL2	mig_inbred	-701.86	1415.72	67.7260403610628	864.0	1633.63	53
AG1-AL2	mig_inbred	-667.92	1347.84	69.1369995352516	882.0	1430.24	54
AG1-AL2	mig_inbred	-723.35	1458.7	66.07992132450919	843.0	2006.92	55
AG1-AL2	mig_inbred	-644.15	1300.3	66.47185442845053	848.0	1265.86	56
AG1-AL2	mig_inbred	-664.68	1341.36	67.7260403610628	864.0	1313.28	57
AG1-AL2	mig_inbred	-616.48	1244.96	65.45282835820305	835.0	1207.53	58
AG1-AL2	mig_inbred	-639.59	1291.18	64.51218890874385	823.0	1329.42	59
AG1-AL2	mig_inbred	-648.24	1308.48	68.03958684421586	868.0	1259.25	60
AG1-AL2	mig_inbred	-659.87	1331.74	69.99925236392255	893.0	1421.81	61
AG1-AL2	mig_inbred	-678.7	1369.4	64.12025580480251	818.0	1794.37	62
AG1-AL2	mig_inbred	-686.96	1385.92	67.17733401554493	857.0	1652.11	63
AG1-AL2	mig_inbred	-601.03	1214.06	66.78540091160359	852.0	1035.06	64
AG1-AL2	mig_inbred	-686.29	1384.58	68.666679810522	876.0	1451.53	65
AG1-AL2	mig_inbred	-680.18	1372.36	66.47185442845053	848.0	1544.51	66
AG1-AL2	mig_inbred	-662.54	1337.08	65.84476146214439	840.0	1450.0	67
AG1-AL2	mig_inbred	-673.65	1359.3	68.1963600857924	870.0	1395.95	68
AG1-AL2	mig_inbred	-666.15	1344.3	66.07992132450919	843.0	1328.45	69
AG1-AL2	mig_inbred	-691.92	1395.84	67.41249387790972	860.0	1598.11	70
AG1-AL2	mig_inbred	-675.22	1362.44	67.56926711948627	862.0	1347.89	71
AG1-AL2	mig_inbred	-649.92	1311.84	67.41249387790972	860.0	1310.69	72
AG1-AL2	mig_inbred	-649.52	1311.04	66.94217415318013	854.0	1253.03	73
AG1-AL2	mig_inbred	-685.01	1382.02	67.0205607739684	855.0	1518.72	74
AG1-AL2	mig_inbred	-677.18	1366.36	68.58829318973373	875.0	1313.94	75
