Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL1	iso_inbred	-573.75	1157.5	254.55310456086045	917.0	977.62	0
AG1-AL1	iso_inbred	-591.54	1193.08	247.0580840339867	890.0	983.83	1
AG1-AL1	iso_inbred	-569.88	1149.76	248.1684574453754	894.0	977.15	2
AG1-AL1	iso_inbred	-567.49	1144.98	245.67011726975082	885.0	924.85	3
AG1-AL1	iso_inbred	-592.77	1195.54	258.7170048535681	932.0	963.54	4
AG1-AL1	iso_inbred	-570.83	1151.66	252.33235773808303	909.0	852.33	5
AG1-AL1	iso_inbred	-586.36	1182.72	249.0012375039169	897.0	1033.69	6
AG1-AL1	iso_inbred	-552.94	1115.88	247.0580840339867	890.0	941.83	7
AG1-AL1	iso_inbred	-632.19	1274.38	249.0012375039169	897.0	1339.87	8
AG1-AL1	iso_inbred	-526.11	1062.22	235.1215698615581	847.0	727.86	9
AG1-AL1	iso_inbred	-561.48	1132.96	247.33567738683385	891.0	823.03	10
AG1-AL1	iso_inbred	-581.97	1173.94	247.33567738683385	891.0	1006.22	11
AG1-AL1	iso_inbred	-553.71	1117.42	258.1618181478737	930.0	747.73	12
AG1-AL1	iso_inbred	-544.92	1099.84	236.2319432729468	851.0	810.25	13
AG1-AL1	iso_inbred	-579.75	1169.5	250.11161091530562	901.0	972.68	14
AG1-AL1	iso_inbred	-566.57	1143.14	249.2788308567641	898.0	973.53	15
AG1-AL1	iso_inbred	-564.38	1138.76	246.7804906811395	889.0	941.36	16
AG1-AL1	iso_inbred	-569.78	1149.56	250.11161091530562	901.0	908.81	17
AG1-AL1	iso_inbred	-588.13	1186.26	242.89418374127905	875.0	1114.17	18
AG1-AL1	iso_inbred	-594.46	1198.92	249.55642420961127	899.0	1013.87	19
AG1-AL1	iso_inbred	-520.82	1051.64	248.44605079822256	895.0	681.49	20
AG1-AL1	iso_inbred	-561.52	1133.04	243.4493704469734	877.0	840.99	21
AG1-AL1	iso_inbred	-529.7	1069.4	247.61327073968104	892.0	673.62	22
AG1-AL1	iso_inbred	-531.44	1072.88	239.28547015426577	862.0	770.28	23
AG1-AL1	iso_inbred	-571.18	1152.36	250.11161091530562	901.0	950.77	24
AG1-AL1	iso_inbred	-538.64	1087.28	254.27551120801326	916.0	747.79	25
AG1-AL1	iso_inbred	-616.89	1243.78	252.33235773808303	909.0	1167.88	26
AG1-AL1	iso_inbred	-621.29	1252.58	254.8306979137076	918.0	1428.09	27
AG1-AL1	iso_inbred	-601.04	1212.08	255.1082912665548	919.0	992.59	28
AG1-AL1	iso_inbred	-575.22	1160.44	258.7170048535681	932.0	1042.62	29
AG1-AL1	iso_inbred	-578.25	1166.5	244.5597438583621	881.0	1211.01	30
AG1-AL1	iso_inbred	-595.9	1201.8	245.67011726975082	885.0	1085.28	31
AG1-AL1	iso_inbred	-570.42	1150.84	250.11161091530562	901.0	895.33	32
AG1-AL1	iso_inbred	-536.18	1082.36	249.2788308567641	898.0	714.98	33
AG1-AL1	iso_inbred	-606.04	1222.08	258.1618181478737	930.0	1017.92	34
AG1-AL1	iso_inbred	-571.37	1152.74	246.22530397544514	887.0	876.17	35
AG1-AL1	iso_inbred	-558.82	1127.64	253.9979178551661	915.0	777.69	36
AG1-AL1	iso_inbred	-541.79	1093.58	252.6099510909302	910.0	714.8	37
AG1-AL1	iso_inbred	-554.55	1119.1	256.77385138363786	925.0	692.81	38
AG1-AL1	iso_inbred	-573.54	1157.08	245.67011726975082	885.0	943.27	39
AG1-AL1	iso_inbred	-578.24	1166.48	240.67343691850164	867.0	901.16	40
AG1-AL1	iso_inbred	-602.2	1214.4	258.7170048535681	932.0	1065.08	41
AG1-AL1	iso_inbred	-546.97	1103.94	252.6099510909302	910.0	758.31	42
AG1-AL1	iso_inbred	-547.98	1105.96	226.23858257044847	815.0	840.45	43
AG1-AL1	iso_inbred	-536.62	1083.24	237.34231668433551	855.0	776.89	44
AG1-AL1	iso_inbred	-592.23	1194.46	251.22198432669433	905.0	980.2	45
AG1-AL1	iso_inbred	-549.25	1108.5	242.61659038843186	874.0	847.36	46
AG1-AL1	iso_inbred	-544.4	1098.8	252.05476438523584	908.0	828.42	47
