Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG2-AL1	mig_inbred	-305.67	623.34	92.75409037071448	554.0	411.59	0
AG2-AL1	mig_inbred	-312.78	637.56	94.76320424156027	566.0	431.77	1
AG2-AL1	mig_inbred	-299.65	611.3	89.07071494083051	532.0	395.48	2
AG2-AL1	mig_inbred	-316.39	644.78	93.92607346204119	561.0	469.11	3
AG2-AL1	mig_inbred	-295.54	603.08	90.24269803215722	539.0	349.91	4
AG2-AL1	mig_inbred	-293.83	599.66	95.09805655336791	568.0	342.81	5
AG2-AL1	mig_inbred	-316.04	644.08	101.29282432180914	605.0	382.06	6
AG2-AL1	mig_inbred	-298.98	609.96	98.11172735963662	586.0	384.78	7
AG2-AL1	mig_inbred	-278.73	569.46	93.25636883842593	557.0	291.26	8
AG2-AL1	mig_inbred	-321.19	654.38	88.0661580054076	526.0	413.19	9
AG2-AL1	mig_inbred	-314.11	640.22	88.40101031721524	528.0	446.18	10
AG2-AL1	mig_inbred	-289.21	590.42	91.07982881167631	544.0	318.81	11
AG2-AL1	mig_inbred	-303.87	619.74	95.935187332887	573.0	318.81	12
AG2-AL1	mig_inbred	-300.78	613.56	94.9306303974641	567.0	390.65	13
AG2-AL1	mig_inbred	-313.2	638.4	102.46480741313584	612.0	378.06	14
AG2-AL1	mig_inbred	-316.33	644.66	93.42379499432974	558.0	404.32	15
AG2-AL1	mig_inbred	-306.69	625.38	95.935187332887	573.0	390.33	16
AG2-AL1	mig_inbred	-318.55	649.1	97.44202273602134	582.0	425.98	17
AG2-AL1	mig_inbred	-285.29	582.58	96.43746580059845	576.0	335.87	18
AG2-AL1	mig_inbred	-338.86	689.72	98.27915351554043	587.0	453.84	19
AG2-AL1	mig_inbred	-292.69	597.38	93.92607346204119	561.0	375.51	20
AG2-AL1	mig_inbred	-290.37	592.74	91.24725496758012	545.0	386.18	21
AG2-AL1	mig_inbred	-335.21	682.42	95.76776117698317	572.0	507.66	22
AG2-AL1	mig_inbred	-318.45	648.9	91.41468112348394	546.0	474.59	23
AG2-AL1	mig_inbred	-292.23	596.46	85.38733951094655	510.0	342.86	24
AG2-AL1	mig_inbred	-318.35	648.7	95.09805655336791	568.0	444.51	25
AG2-AL1	mig_inbred	-299.39	610.78	98.27915351554043	587.0	342.34	26
AG2-AL1	mig_inbred	-304.01	620.02	93.75864730613738	560.0	361.03	27
AG2-AL1	mig_inbred	-295.12	602.24	89.9078457203496	537.0	388.4	28
AG2-AL1	mig_inbred	-303.48	618.96	94.42835192975265	564.0	368.45	29
AG2-AL1	mig_inbred	-290.09	592.18	101.46025047771295	606.0	311.16	30
AG2-AL1	mig_inbred	-311.41	634.82	103.13451203675112	616.0	377.7	31
AG2-AL1	mig_inbred	-315.81	643.62	89.9078457203496	537.0	440.01	32
AG2-AL1	mig_inbred	-295.03	602.06	97.27459658011753	581.0	367.18	33
AG2-AL1	mig_inbred	-313.13	638.26	92.25181190300303	551.0	479.81	34
AG2-AL1	mig_inbred	-287.5	587.0	89.23814109673432	533.0	342.08	35
AG2-AL1	mig_inbred	-300.99	613.98	103.46936434855874	618.0	339.46	36
AG2-AL1	mig_inbred	-311.59	635.18	91.07982881167631	544.0	385.54	37
AG2-AL1	mig_inbred	-299.71	611.42	88.90328878492669	531.0	418.9	38
AG2-AL1	mig_inbred	-279.05	570.1	93.42379499432974	558.0	293.47	39
AG2-AL1	mig_inbred	-283.96	579.92	92.92151652661829	555.0	309.77	40
AG2-AL1	mig_inbred	-280.81	573.62	88.0661580054076	526.0	307.92	41
AG2-AL1	mig_inbred	-298.82	609.64	96.77231811240608	578.0	372.84	42
AG2-AL1	mig_inbred	-293.68	599.36	93.42379499432974	558.0	329.93	43
AG2-AL1	mig_inbred	-289.1	590.2	92.92151652661829	555.0	313.99	44
